name_part1,material,name_part2,name_fluid1,technique,direction,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.6
TiO2,TiO2,,water,,,Ceramic,,NH4PAA,0.02,PVA,0.025,255.0,0.0,,1.5,2073.0,0.0284,0.88
collagen,Apatite/Collagen,,water,,,Ceramic/Polymer,,,,,,,,,,,0.02,0.959
TiO2,TiO2,,water,,,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1573.0,0.1,0.88
YSZ,Al2O3/ZrO2,Al2O3,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.11,0.74
HAP,HAP/Collagen,collagen,water,,,Ceramic/Polymer,silicone,,,,,77.0,0.0,0.0,0.5,873.0,0.04,0.95
TiO2,TiO2,,water,,,Ceramic,,NH4PAA,0.02,PVA,0.025,255.0,0.0,,2.0,473.0,0.1493,0.82
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1823.0,0.333,0.465
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.79
Al2O3,Al2O3,,camphene,,,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,24.0,4.0,1873.0,0.495,0.1
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.77
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.2293,0.6
Si3N4,Si3N4,Y2O3,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,193.0,0.0,24.0,,1973.0,0.3,0.553
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.25,0.52
Al2O3,Al2O3,,water,,,Ceramic,,NH4PAA,0.02,PVA,0.05,253.0,0.0,6.0,3.0,1623.0,0.4,0.537
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1773.0,0.25,0.55
YSZ,YSZ,,water,,,Ceramic,silicone,,,PVA,0.04,255.0,0.0,24.0,2.0,873.0,0.3297,0.6
collagen,Apatite/Collagen,alginate,water,,,Ceramic/Polymer,,,,,,,,,,,0.02,0.915
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,1.0,72.0,,,0.0075,0.99
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.1,0.75
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.1,0.7
HAP,HAP,,water,,,Ceramic,silicone,,,PVA,0.12,255.0,0.0,24.0,2.0,873.0,0.2406,0.568
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.1174,0.58
WO3,W,,water,,,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.225,0.553
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.25,0.33
Ti,Ti,,water,,,Metal,glass,,,agar,0.02,,0.0,24.0,2.0,1573.0,0.22,0.63
PZT,PZT,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.25,0.5
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.54
Si3N4,Si3N4,,benzoic acid,,,Ceramic,,,,,,,0.0,5.0,4.0,2023.0,0.16,0.66
LSM,LSM/YSZ,YSZ,water,,,Ceramic,,Darvan CN,0.02,PEG,0.01,,2.0,12.0,1.0,873.0,0.17,0.65
kaolinite,Mullite,Al2O3,water,,,Ceramic,"plastic, noi",,,,,213.0,0.0,24.0,2.0,1773.0,0.06,0.889
Y2SiO5,Y2SiO5,,water,,,Ceramic,copper,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,673.0,0.25,0.58
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.71
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.51
YSZ,YSZ,,water,,,Ceramic,,Darvan 7-N,0.012,PVA,0.03,243.0,0.0,24.0,,873.0,0.23,0.934
SiO2,YSZ,,water,bridgman,horizontal,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.1,0.75
Ni,Ni,,water,,,Metal,"plastic, noi",CMC,,,,253.0,0.0,,,773.0,0.1,0.85
Al2O3,Al2O3,TiO2,water,,,Ceramic,Teflon,ammonium polymethacrylate anionic dispersant,0.02,PVA,0.02,,0.0,24.0,0.5,773.0,0.05,0.601
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.6
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.655
TCP,TCP,,water,,,Ceramic,polyproplyene,,,PVA,0.04,,0.0,0.0,1.0,873.0,0.24,0.643
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1773.0,0.1,0.724
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,673.0,0.1628,0.64
Al2O3,Al2O3,,water,,,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.2,0.5
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.789
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,,,,0.0,36.0,3.0,1373.0,0.1,0.68
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,10.0,72.0,0.5,2323.0,0.3,0.52
HAP,Al2O3/HAP,Al2O3,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8001
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0234,0.9625
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.64
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,10.0,48.0,4.0,1573.0,0.2,0.7
Al2O3,Al2O3,,water,,,Ceramic,polyvinyl chloride,A6114,,,,,0.0,,2.0,2073.0,0.1,0.697
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.635
Si3N4,Si3N4,Y2O3,water,,,Ceramic,graphite,ammonium polymethacrylate anionic dispersant,0.003,,,203.0,0.0,48.0,2.0,873.0,0.15,0.74
ZrB2,ZrB2-SiC,SiC,camphene,,,Ceramic,,Duramax,0.02,,,233.0,0.0,0.0,1.0,873.0,0.48,0.34
Al2O3,Al2O3,,water,,,Ceramic,polymer,Darvan C,0.02,PVA,,203.0,0.0,,2.0,823.0,0.25,0.62
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.321,0.109
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1573.0,0.25,0.7
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.2,0.62
YSZ,YSZ,,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,DuPont Elvanol,0.015,253.0,0.0,,3.0,1623.0,0.1,0.7
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,213.0,0.0,12.0,2.0,1823.0,0.35,0.6
TCP,TCP,,water,,,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
Al2O3,Al2O3,,water,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2073.0,0.2,0.82
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.0038,0.6
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,773.0,0.55,0.09
HAP,HAP,,water,,,Ceramic,polyethylene,sodium polyacrylate,0.01,PVA,0.005,243.0,0.0,0.0,3.0,1623.0,0.3,0.475
Al2O3,Al2O3,,water,,,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.5,0.23
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.4,0.22
YSZ,YSZ,,TBA,one-sided,vertical-up,Ceramic,,,,PVB,0.005,243.0,,,1.0,1723.0,0.15,0.78
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,,24.0,2.0,1573.0,0.1893,0.6
Al2O3,Al2O3,,water,,,Ceramic,,Darvan 7-N,0.01,PVA,0.01,,6.0,48.0,3.0,823.0,0.3,0.459
Yb2SiO5,Y2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.25,0.711
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
kaolinite,Al2SiO5,,water,,,Ceramic,,,,sodium silicate,,77.0,0.0,12.0,,,0.3,0.7519
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0234,0.947
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.64
kaolinite,Mullite,Al2O3,water,,,Ceramic,"plastic, noi",,,,,233.0,0.0,24.0,2.0,1773.0,0.06,0.896
YSZ,YSZ,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,,0.0,,,1673.0,0.2,0.56
chitin,Chitin,,water,,,Polymer,aluminum,,,,,77.0,0.0,,,,0.35,0.995
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1823.0,0.4,0.36
Al2O3,Al2O3,,water,,,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.37,0.4638
PU,PU,,dioxane,doctor-blade,vertical-up,Polymer,,,,,,77.0,0.0,24.0,,,0.13,0.77
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,1.0,,4.0,1598.0,0.25,0.56
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.3,0.489
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.2,0.6
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.8
SiC,SiC,,water,,,Ceramic,,,,,,,0.0,,,,0.45,0.136
ZrB2,ZrB2-SiC,SiC,camphene,,,Ceramic,,Duramax,0.02,,,233.0,0.0,0.0,1.0,873.0,0.38,0.49
HAP,HAP,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,0.06,,,,0.0,,3.0,1623.0,0.1,0.76
PVA,HAP/Cellulose/PVA,collagen,water,,,Ceramic/Polymer,,,,,,233.0,0.0,5.0,,,0.07,0.89
stainless steel,YSZ,,water,,,Ceramic,,CMC,,Fluka,,233.0,0.0,0.0,2.0,1773.0,0.56,0.21
Si4Al2O2N6,Si4Al2O2N6,,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,3.0,823.0,0.2,0.47
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.19,0.1
SiC,SiC,chitosan,acetic acid,,,Ceramic,,,,,,,15.0,24.0,1.0,873.0,0.015,0.98
SiC,SiC,,water,,,Ceramic,,,,PVA,0.085,,0.0,5.0,1.0,873.0,0.12,0.73
Al2O3,Al2O3/Mullite,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,0.056,,,,0.0,48.0,2.0,873.0,0.5,0.74
PCS,Latex,,water,immersion,vertical-up,Polymer,glass,,,,,77.0,0.0,24.0,,,0.51,0.814
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.25,0.58
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,rubber,,,,,238.0,0.0,,12.0,1523.0,0.18,0.63
HAP,HAP,,camphene,,,Ceramic,graphite,Hypermer KD 4,0.03,,,,0.0,0.0,3.0,1573.0,0.25,0.52
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.02,0.78
SiO2,YSZ,,water,bridgman,horizontal,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.02,0.955
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.3,0.5
Ag,Ag,,water,one-sided,vertical-up,Metal,"plastic, noi",,,PVA,0.02,77.0,0.0,48.0,,,0.001,0.959
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.336,0.13
TiO2,TiO2,,water,,,Ceramic,,NH4PAA,0.02,PVA,0.025,255.0,0.0,,2.0,473.0,0.1014,0.86
SiO2,Kaolin/Silicate,kaolinite,water,,,Ceramic,,,,,,233.0,0.0,12.0,,,0.2,0.7
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.5
SiC,SiC,,water,,,Ceramic,"plastic, noi",CH10,,,,,0.0,0.0,,,0.45,0.136
Al2O3,Al2O3,,water,,,Ceramic,"plastic, noi",,,,,253.0,0.0,,2.0,1573.0,0.1,0.86
SiO2,Mullite,,water,one-sided,vertical-up,Ceramic,PTFE,,,,,223.0,0.0,12.0,3.0,1673.0,0.01,0.8
PVA,HAP/Cellulose/PVA,,water,,,Ceramic/Polymer,,,,,,233.0,0.0,5.0,,,0.04,0.91
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
Bioglass,Bioglass,,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.137,0.6
HAP,HAP,,water,,,Ceramic,,Duramax D3005,0.003,gelatin,0.1,,0.0,0.0,1.0,873.0,0.13,0.50065
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,1.0,48.0,4.0,1573.0,0.2,0.721
Si,Si3N4,,water,,,Ceramic,Polydimethylsiloxane,polyvinyl pyrrolidione,0.02,PVA,0.02,,0.0,24.0,16.5,1673.0,0.2,0.7
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,573.0,0.1628,0.785
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.79
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.15,0.514
HAP,HAP,PMMA,water,,,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,823.0,0.2406,0.635
HAP,HAP,,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.9
Al2O3,Al2O3,,TBA,,,Ceramic,PMMA,citric acid,0.05,,,,0.0,72.0,2.0,873.0,0.1,0.65
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.41
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.51
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,673.0,0.1628,0.71
Si4Al2O2N6,Si4Al2O2N6,,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,77.0,0.0,96.0,3.0,823.0,0.4,0.275
chitin,Chitin,,water,,,Polymer,aluminum,,,,,193.0,0.0,,,,0.35,0.995
Al2O3,Al2O3,,water,,,Ceramic,,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.5,1823.0,0.2,0.58
WO3,W,,water,,,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.225,0.576
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.82
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.1,0.38
YSZ,YSZ,,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.57
YSZ,YSZ,,water,,,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.27,0.531
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,193.0,0.0,12.0,2.0,1823.0,0.35,0.6
SiC,SiC,,water,,,Ceramic,,,,,,,0.0,,,,0.45,0.106
YSZ,YSZ,,water,,,Ceramic,,,,,,,0.0,,,,0.0131,0.83
Si3N4,Si3N4,BAS,water,,,Ceramic,polyethylene,,,,,,0.0,,3.0,823.0,0.4,0.42
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,HAP,,water,,,Ceramic,polyethylene,sodium polyacrylate,0.01,PVA,0.005,243.0,0.0,0.0,3.0,1623.0,0.1,0.525
Al2O3,Al2O3,,Glycerine Ether,,,Ceramic,,,,polyethylene-imine,0.03,253.0,0.0,,3.0,1773.0,0.33,0.49
SiO2,YSZ,,water,,,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.77
Yb2SiO5,Yb2SiO5,,TBA,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,673.0,0.15,0.852
Al2O3,Al2O3,,water,,,Ceramic,,NH4PAA,0.005,PVA,0.05,253.0,0.0,6.0,3.0,1623.0,0.4,0.545
Al2O3,Al2O3,,water,,,Ceramic,,NH4PAA,0.0015,PVA,0.05,253.0,0.0,6.0,3.0,1623.0,0.4,0.539
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,,,2.0,1563.0,0.15,0.78
WO3,W,,water,,,Metal,Teflon,,,,,243.0,0.0,,,1023.0,0.225,0.55
Si3N4,Si3N4,Al2O3,TBA,,,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.1623,0.5
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,5.0,72.0,0.5,2323.0,0.3,0.52
TCP,TCP,,water,,,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.3,0.51
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.4,0.55
SiC,SiC,chitosan,acetic acid,,,Ceramic,,,,,,,4.0,24.0,1.0,873.0,0.015,0.98
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.7
Yb2SiO5,Y2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.15,0.817
Y2SiO5,Y2SiO5,,water,,,Ceramic,copper,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,773.0,0.15,0.72
theophylline,Theophyllinum/potato starch,starch,water,,,Pharmaceutical,"plastic, noi",,,saccharose,0.1,253.0,0.0,24.0,,,0.34,0.4
Cordierite,Cordierite,,water,,,Ceramic,"plastic, noi",,,,,253.0,0.0,24.0,2.0,1473.0,0.1,0.8
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.1,0.856
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,1173.0,0.15,0.825
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.49
Al2O3,Al2O3/SiO2,SiO2,water,,,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1773.0,0.0277,0.687
Fe2O3,Fe,,camphene,,,Metal,aluminum,Zephrym PD,0.01,,,313.0,0.0,,12.0,873.0,0.05,0.805
HAP,HAP/PMMA,,water,,,Ceramic/Polymer,"plastic, noi",Darvan 811,0.01,Aquazol,0.02,,0.0,48.0,4.0,1573.0,0.2,0.7
AlN,AlN,AlN,water,,,Ceramic,,Dolapix PC 33,0.03,,,233.0,0.0,,2.0,873.0,0.53,0.02
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.62
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.0038,0.6
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,3.0,72.0,,,0.0024,0.965
Ti,Ti,,water,,,Metal,,NOI,,agar,0.002,256.0,0.0,24.0,,573.0,0.24,0.62
Si3N4,Si3N4,Y2O3,water,,,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.66
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.35,0.42
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.2,0.48
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.65
BaTiO3,BaTiO3,Al2O3,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1673.0,0.2,0.264
Al2O3,Al2O3,,Glycerine Ether,,,Ceramic,,,,polyethylene-imine,0.07,253.0,0.0,,3.0,1773.0,0.33,0.45
SiO2,SiO2,,water,,,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,1563.0,0.05,0.94
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisperser,0.05,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.3,0.15
SiO2,Mullite,Mullite,water,one-sided,vertical-up,Ceramic,PTFE,,,,,223.0,0.0,12.0,3.0,1673.0,0.12,0.25
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,,24.0,2.0,1573.0,0.1347,0.68
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.2982
SiO2,Silicate,,TBA,,,Ceramic,,ethyl cellulose ethoecel,0.005,PVP,0.005,233.0,0.0,72.0,,,0.3614,0.72
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.15,0.55
YSZ,YSZ,,TBA,one-sided,vertical-up,Ceramic,,,,PVB,0.005,,,,1.0,1723.0,0.15,0.62
Mullite,Mullite,,TBA,,,Ceramic,,BYK-163,0.05,PVB,0.05,,0.0,12.0,2.0,1973.0,0.15,0.7
HAP,HAP,,water,,,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1673.0,0.25,0.765
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,rubber,,,,,238.0,0.0,,12.0,1523.0,0.24,0.57
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.828
PCS,Latex,,water,immersion,vertical-up,Polymer,glass,,,,,77.0,0.0,24.0,,,0.53,0.785
SiO2,Mullite,,water,one-sided,vertical-up,Ceramic,PTFE,,,,,223.0,0.0,12.0,3.0,1673.0,0.02,0.7
YSZ,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,12.0,413.0,0.357,0.187
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1673.0,0.4,0.458
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.08
Si3N4,Si3N4,Y2O3,water,,,Ceramic,polyethylene,ammonium polymethacrylate anionic dispersant,,,,,0.0,,2.0,873.0,0.4,0.532
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.1,0.67
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.545
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.19,0.72
ZrB2,ZrB2,,water,,,Ceramic,"metal, NOI",Dolapix,0.04,,,233.0,0.0,0.0,0.5,723.0,0.11,0.492
Al2O3,Al2O3/SiO2,SiO2,water,,,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1773.0,0.0277,0.669
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1873.0,0.28,0.528
PLLA,PLA,,DMSO,one-sided,vertical-up,Polymer,,,,,,77.0,,,,,0.08,0.883
